iter	RMSE
287	3.21726901
288	3.199968971
289	3.189462573
290	3.186500672
291	3.176523378
292	3.170496992
293	3.159707898
294	3.15830005
295	3.149479429
296	3.139093424
297	3.133586137
298	3.12095193
299	3.114728252
300	3.093580052
301	3.071244573
302	3.061500486
303	3.055616823
304	3.04125965
305	3.034478901
306	3.028817992
307	3.022447159
308	3.008308781
309	3.001645815
310	2.986649707
311	2.976309329
312	2.964164045
313	2.949960345
314	2.946043515
315	2.939247965
316	2.92806323
317	2.919266334
318	2.911137817
319	2.902951718
320	2.897407264
321	2.888613033
322	2.877950738
323	2.875993118
324	2.873535937
325	2.854806288
326	2.8497596
327	2.843061738
328	2.832575933
329	2.82418652
330	2.810727832
331	2.803630994
332	2.798574006
333	2.797235369
334	2.782284385
335	2.767135392
336	2.761438332
337	2.748609962
338	2.739911863
339	2.730815955
340	2.724682783
341	2.719358143
342	2.709987821
343	2.705140883
344	2.698605933
345	2.693902349
346	2.6887108
347	2.681996657
348	2.668979899
349	2.665098319
350	2.659742271
351	2.650762346
352	2.645759255
353	2.639953385
354	2.630049422
355	2.625301663
356	2.622515029
357	2.619819618
358	2.616296098
359	2.610635114
360	2.604059373
361	2.589619893
362	2.587465806
363	2.582199338
364	2.574353473
365	2.56917481
366	2.565387569
367	2.556907362
368	2.54868933
369	2.544424114
370	2.533452373
371	2.526971368
372	2.522089312
373	2.512285011
374	2.506385714
375	2.497228917
376	2.493601423
377	2.487707878
378	2.475225208
379	2.470673575
380	2.465979181
381	2.455014255
382	2.446736611
383	2.440113497
384	2.43598677
385	2.431644538
386	2.429555633
387	2.418391676
388	2.415291744
389	2.409693833
390	2.4016562
391	2.39441774
392	2.386902576
393	2.379550157
394	2.376087627
395	2.367328908
396	2.363832495
397	2.357589174
398	2.351650052
399	2.345579827
400	2.339386013
401	2.330928101
402	2.325029382
403	2.309951426
404	2.305728202
405	2.301959129
406	2.296252422
407	2.290379889
408	2.283710151
409	2.280611512
410	2.268679712
411	2.260999689
412	2.253767847
413	2.251740317
414	2.241801616
415	2.238296738
416	2.231787758
417	2.225782285
418	2.221236536
419	2.213480417
420	2.206834338
421	2.204019626
422	2.202035412
423	2.197599087
424	2.195411559
425	2.188631126
426	2.185974161
427	2.179857264
428	2.177335517
429	2.171034629
430	2.168139697
431	2.15991121
432	2.152627438
433	2.148879576
434	2.140640322
435	2.131401274
436	2.128843867
437	2.124092923
438	2.108523645
439	2.106834492
440	2.104594997
441	2.097715331
442	2.093859414
443	2.088988267
444	2.085586015
445	2.084922378
446	2.08090094
447	2.076799304
448	2.07443926
449	2.067728711
450	2.066202115
451	2.055649637
452	2.05146239
453	2.049142769
454	2.040892748
455	2.038109702
456	2.035819632
457	2.034412031
458	2.027913419
459	2.023583257
460	2.020920837
461	2.018552744
462	2.010584988
463	2.008497689
464	2.007155332
465	1.999515785
466	1.996253997
467	1.989218602
468	1.98388771
469	1.981784743
470	1.977435352
471	1.968915156
472	1.96617447
473	1.958421545
474	1.95264132
475	1.948160144
476	1.943438858
477	1.941392355
478	1.93713203
479	1.934882974
480	1.931760423
481	1.928960564
482	1.925609113
483	1.922310873
484	1.918584505
485	1.915680509
486	1.914073567
487	1.910575613
488	1.907368062
489	1.901154306
490	1.895896564
491	1.891550893
492	1.888288505
493	1.886214596
494	1.878600561
495	1.876546764
496	1.874277146
497	1.869818737
498	1.86684575
499	1.864726403
